"Comuna","Sub.Pacto","Partido","Votacion"
"EMPEDRADO",NA,"UNION DEMOCRATA INDEPENDIENTE",136
NA,NA,NA,NA
"HUALAÑE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",368
"HUALAÑE","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",813
"HUALAÑE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",8
"HUALAÑE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",138
"HUALAÑE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",342
"HUALAÑE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",29
"HUALAÑE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",921
"HUALAÑE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",24
"HUALAÑE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",325
"HUALAÑE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",88
"HUALAÑE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",647
"HUALAÑE",NA,"INDEPENDIENTE",837
"HUALAÑE",NA,"RENOVACION NACIONAL ",690
"HUALAÑE",NA,"UNION DEMOCRATA INDEPENDIENTE",673
NA,NA,NA,NA
"LICANTEN","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",353
"LICANTEN","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",10
"LICANTEN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",12
"LICANTEN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",189
"LICANTEN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",524
"LICANTEN","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",67
"LICANTEN","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",93
"LICANTEN","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",130
"LICANTEN","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",174
"LICANTEN","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",137
"LICANTEN","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",293
"LICANTEN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",297
"LICANTEN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",376
"LICANTEN",NA,"INDEPENDIENTE",514
"LICANTEN",NA,"RENOVACION NACIONAL ",85
"LICANTEN",NA,"UNION DEMOCRATA INDEPENDIENTE",1153
NA,NA,NA,NA
"LINARES","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",421
"LINARES","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",952
"LINARES","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",233
"LINARES","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",800
"LINARES","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",928
"LINARES","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3261
"LINARES","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1416
"LINARES","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1143
"LINARES","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",175
"LINARES","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",526
"LINARES","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",603
"LINARES","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1601
"LINARES","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",779
"LINARES","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2321
"LINARES",NA,"RENOVACION NACIONAL ",5885
"LINARES",NA,"UNION DEMOCRATA INDEPENDIENTE",3920
NA,NA,NA,NA
"LONGAVI","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",665
"LONGAVI","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",218
"LONGAVI","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",566
"LONGAVI","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1406
"LONGAVI","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",421
"LONGAVI","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1083
"LONGAVI","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",377
"LONGAVI","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2246
"LONGAVI","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",72
"LONGAVI","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1025
"LONGAVI",NA,"INDEPENDIENTE",1434
"LONGAVI",NA,"RENOVACION NACIONAL ",1088
"LONGAVI",NA,"UNION DEMOCRATA INDEPENDIENTE",3535
NA,NA,NA,NA
"MAULE","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",46
"MAULE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",166
"MAULE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",56
"MAULE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",75
"MAULE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",3097
"MAULE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",162
"MAULE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",55
"MAULE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",55
"MAULE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",780
"MAULE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",21
"MAULE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",587
"MAULE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",309
"MAULE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",569
"MAULE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",708
"MAULE",NA,"INDEPENDIENTE",1295
"MAULE",NA,"RENOVACION NACIONAL ",566
"MAULE",NA,"UNION DEMOCRATA INDEPENDIENTE",257
NA,NA,NA,NA
"MOLINA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",67
"MOLINA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",409
"MOLINA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",247
"MOLINA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4930
"MOLINA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",741
"MOLINA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",773
"MOLINA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",250
"MOLINA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",237
"MOLINA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1370
"MOLINA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",589
"MOLINA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",921
"MOLINA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1942
"MOLINA",NA,"INDEPENDIENTE",121
"MOLINA",NA,"RENOVACION NACIONAL ",1930
"MOLINA",NA,"UNION DEMOCRATA INDEPENDIENTE",3454
NA,NA,NA,NA
"PARRAL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",276
"PARRAL","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",277
"PARRAL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",70
"PARRAL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",413
"PARRAL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1149
"PARRAL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1775
"PARRAL","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",2480
"PARRAL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",1172
"PARRAL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",154
"PARRAL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",419
"PARRAL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",336
"PARRAL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",212
"PARRAL",NA,"INDEPENDIENTE",796
"PARRAL",NA,"RENOVACION NACIONAL ",2527
"PARRAL",NA,"UNION DEMOCRATA INDEPENDIENTE",4691
NA,NA,NA,NA
"PELARCO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",13
"PELARCO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",13
"PELARCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",532
"PELARCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",108
"PELARCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",362
"PELARCO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",54
"PELARCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",387
"PELARCO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",30
"PELARCO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",543
"PELARCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",187
"PELARCO",NA,"INDEPENDIENTE",1203
"PELARCO",NA,"RENOVACION NACIONAL ",538
"PELARCO",NA,"UNION DEMOCRATA INDEPENDIENTE",357
NA,NA,NA,NA
"PELLUHUE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",39
"PELLUHUE","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",1127
"PELLUHUE","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",193
"PELLUHUE","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",72
"PELLUHUE","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",912
"PELLUHUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",85
"PELLUHUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",300
"PELLUHUE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",19
"PELLUHUE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",6
"PELLUHUE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",18
"PELLUHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",97
"PELLUHUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",325
"PELLUHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",113
"PELLUHUE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",168
"PELLUHUE",NA,"INDEPENDIENTE",428
"PELLUHUE",NA,"RENOVACION NACIONAL ",656
"PELLUHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",310
NA,NA,NA,NA
"PENCAHUE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",383
"PENCAHUE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",7
"PENCAHUE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1174
"PENCAHUE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",158
"PENCAHUE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",157
"PENCAHUE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",71
"PENCAHUE","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",187
"PENCAHUE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",101
"PENCAHUE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",778
"PENCAHUE","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",45
"PENCAHUE",NA,"INDEPENDIENTE",59
"PENCAHUE",NA,"RENOVACION NACIONAL ",2028
"PENCAHUE",NA,"UNION DEMOCRATA INDEPENDIENTE",1248
NA,NA,NA,NA
"RAUCO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",67
"RAUCO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",700
"RAUCO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",402
"RAUCO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",21
"RAUCO","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",106
"RAUCO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",37
"RAUCO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",337
"RAUCO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",412
"RAUCO","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",436
"RAUCO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",340
"RAUCO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",440
"RAUCO",NA,"INDEPENDIENTE",47
"RAUCO",NA,"RENOVACION NACIONAL ",1087
"RAUCO",NA,"UNION DEMOCRATA INDEPENDIENTE",531
NA,NA,NA,NA
"RETIRO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",19
"RETIRO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",973
"RETIRO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1294
"RETIRO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",522
"RETIRO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",379
"RETIRO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",43
"RETIRO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",124
"RETIRO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",820
"RETIRO",NA,"INDEPENDIENTE",1117
"RETIRO",NA,"RENOVACION NACIONAL ",2235
"RETIRO",NA,"UNION DEMOCRATA INDEPENDIENTE",1314
NA,NA,NA,NA
"RIO CLARO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",778
"RIO CLARO","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",83
"RIO CLARO","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",33
"RIO CLARO","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",404
"RIO CLARO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",457
"RIO CLARO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",198
"RIO CLARO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1307
"RIO CLARO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",9
"RIO CLARO","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",433
"RIO CLARO",NA,"INDEPENDIENTE",1800
"RIO CLARO",NA,"RENOVACION NACIONAL ",422
"RIO CLARO",NA,"UNION DEMOCRATA INDEPENDIENTE",341
NA,NA,NA,NA
"ROMERAL","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",200
"ROMERAL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",421
"ROMERAL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",451
"ROMERAL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",46
"ROMERAL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",830
"ROMERAL","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",120
"ROMERAL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",120
"ROMERAL","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",328
"ROMERAL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",1344
"ROMERAL",NA,"INDEPENDIENTE",504
"ROMERAL",NA,"RENOVACION NACIONAL ",1817
"ROMERAL",NA,"UNION DEMOCRATA INDEPENDIENTE",492
NA,NA,NA,NA
"SAGRADA FAMILIA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",61
"SAGRADA FAMILIA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1006
"SAGRADA FAMILIA","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1672
"SAGRADA FAMILIA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",31
"SAGRADA FAMILIA","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",381
"SAGRADA FAMILIA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",813
"SAGRADA FAMILIA",NA,"INDEPENDIENTE",2335
"SAGRADA FAMILIA",NA,"RENOVACION NACIONAL ",699
"SAGRADA FAMILIA",NA,"UNION DEMOCRATA INDEPENDIENTE",2014
NA,NA,NA,NA
"SAN CLEMENTE","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",351
"SAN CLEMENTE","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",95
"SAN CLEMENTE","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",142
"SAN CLEMENTE","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",52
"SAN CLEMENTE","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",422
"SAN CLEMENTE","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4346
"SAN CLEMENTE","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",216
"SAN CLEMENTE","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",58
"SAN CLEMENTE","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",858
"SAN CLEMENTE","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",691
"SAN CLEMENTE","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",537
"SAN CLEMENTE","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",744
"SAN CLEMENTE","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",775
"SAN CLEMENTE","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",672
"SAN CLEMENTE",NA,"INDEPENDIENTE",1681
"SAN CLEMENTE",NA,"RENOVACION NACIONAL ",2230
"SAN CLEMENTE",NA,"UNION DEMOCRATA INDEPENDIENTE",959
NA,NA,NA,NA
"SAN JAVIER","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",420
"SAN JAVIER","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",124
"SAN JAVIER","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",341
"SAN JAVIER","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",91
"SAN JAVIER","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",235
"SAN JAVIER","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",401
"SAN JAVIER","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",751
"SAN JAVIER","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",1478
"SAN JAVIER","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",2113
"SAN JAVIER","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",166
"SAN JAVIER","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",2759
"SAN JAVIER",NA,"INDEPENDIENTE",133
"SAN JAVIER",NA,"RENOVACION NACIONAL ",2861
"SAN JAVIER",NA,"UNION DEMOCRATA INDEPENDIENTE",2936
NA,NA,NA,NA
"SAN RAFAEL","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",164
"SAN RAFAEL","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",90
"SAN RAFAEL","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",66
"SAN RAFAEL","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",421
"SAN RAFAEL","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",447
"SAN RAFAEL","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",89
"SAN RAFAEL","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",160
"SAN RAFAEL","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",220
"SAN RAFAEL","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",163
"SAN RAFAEL","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",393
"SAN RAFAEL","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",152
"SAN RAFAEL","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",601
"SAN RAFAEL",NA,"INDEPENDIENTE",316
"SAN RAFAEL",NA,"RENOVACION NACIONAL ",561
"SAN RAFAEL",NA,"UNION DEMOCRATA INDEPENDIENTE",621
NA,NA,NA,NA
"TALCA","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",1010
"TALCA","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",4904
"TALCA","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",1363
"TALCA","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",527
"TALCA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","INDEPENDIENTE",303
"TALCA","SUBPACTO IC, MAS REGION E INDEPENDIENTES","PARTIDO IZQUIERDA CIUDADANA DE CHILE",1498
"TALCA","SUBPACTO PCCH E INDEPENDIENTES","INDEPENDIENTE",693
"TALCA","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",3956
"TALCA","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",881
"TALCA","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",4354
"TALCA","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",2765
"TALCA","SUBPACTO PRI E INDEPENDIENTES","INDEPENDIENTE",901
"TALCA","SUBPACTO PRI E INDEPENDIENTES","PARTIDO REGIONALISTA INDEPENDIENTE",832
"TALCA","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",419
"TALCA","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",732
"TALCA","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1853
"TALCA","SUBPACTO PRSD E INDEPENDIENTES","PARTIDO RADICAL SOCIALDEMOCRATA",2381
"TALCA","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",4726
"TALCA",NA,"INDEPENDIENTE",2570
"TALCA",NA,"RENOVACION NACIONAL ",10426
"TALCA",NA,"UNION DEMOCRATA INDEPENDIENTE",4772
NA,NA,NA,NA
"TENO","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",110
"TENO","SUBPACTO EVOPOLI E INDEPENDIENTES","PARTIDO EVOLUCION POLITICA ",78
"TENO","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",365
"TENO","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",482
"TENO","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",1469
"TENO","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",1194
"TENO","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",369
"TENO","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",162
"TENO","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",1005
"TENO","SUBPACTO PRSD E INDEPENDIENTES","INDEPENDIENTE",1185
"TENO","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",423
"TENO",NA,"INDEPENDIENTE",211
"TENO",NA,"RENOVACION NACIONAL ",1104
"TENO",NA,"UNION DEMOCRATA INDEPENDIENTE",1848
NA,NA,NA,NA
"VICHUQUEN","SUBPACTO EVOPOLI E INDEPENDIENTES","INDEPENDIENTE",351
"VICHUQUEN","SUBPACTO HUMANISTAS E INDEPENDIENTES","INDEPENDIENTE",47
"VICHUQUEN","SUBPACTO HUMANISTAS E INDEPENDIENTES","PARTIDO HUMANISTA",34
"VICHUQUEN","SUBPACTO PCCH E INDEPENDIENTES","PARTIDO COMUNISTA DE CHILE ",65
"VICHUQUEN","SUBPACTO PDC E INDEPENDIENTES","INDEPENDIENTE",170
"VICHUQUEN","SUBPACTO PDC E INDEPENDIENTES","PARTIDO DEMOCRATA CRISTIANO",313
"VICHUQUEN","SUBPACTO PPD E INDEPENDIENTES","INDEPENDIENTE",47
"VICHUQUEN","SUBPACTO PPD E INDEPENDIENTES","PARTIDO POR LA DEMOCRACIA",981
"VICHUQUEN","SUBPACTO PRO E INDEPENDIENTES","INDEPENDIENTE",61
"VICHUQUEN","SUBPACTO PRO E INDEPENDIENTES","PARTIDO PROGRESISTA ",62
"VICHUQUEN","SUBPACTO PS E INDEPENDIENTES","INDEPENDIENTE",256
"VICHUQUEN","SUBPACTO PS E INDEPENDIENTES","PARTIDO SOCIALISTA DE CHILE ",190
